id_cliente,recencia,frequencia,valor_total,ticket_medio,tenure_dias,qt_devolucoes,valor_devolvido,R,F,M,segmento,churn_proba,churn_previsto,faixa_risco,churn_real,conjunto
1CF5206CF28206E5FE6AEFF304957326,0,92,4319.68,45.95,416,1,45.78,5,5,5,Campeoes,0.015110782559192048,0,Baixo,0,treino
3D0B5DB1DFA80FBE034BAF5EDBBB5D1D,0,60,6063.04,89.16,420,0,0.0,5,5,5,Campeoes,0.01575043007725584,0,Baixo,0,treino
F8BEDF0809849047B3B2C3CF0403730F,4,28,4518.27,150.61,418,0,0.0,5,4,5,Campeoes,0.024468438825947233,0,Baixo,0,treino
3158A73A98DAD5479583D8B4DA1A9447,3,35,2595.21,66.54,410,0,0.0,5,5,4,Campeoes,0.019996028688566474,0,Baixo,0,treino
3F269BEF1790294DA36503BCB8012EBA,1,5,854.97,170.99,112,0,0.0,5,3,3,Leais,0.14792204927566777,0,Baixo,0,teste
A156E7D52FABA80F900861D1FBBEF985,16,32,2351.23,67.18,421,0,0.0,4,4,4,Campeoes,0.0379974985301682,0,Baixo,0,treino
0548D98E446F1451AD82D100FA71EDB2,12,20,984.11,49.21,305,0,0.0,4,4,4,Campeoes,0.06426318486989464,0,Baixo,0,treino
97E46CED2E677525CDD821FDDFD79B21,2,95,2863.14,29.22,421,0,0.0,5,5,5,Campeoes,0.01598219914502262,0,Baixo,0,treino
69EFE6F0147AF39E701F874C7BFEF89E,3,49,7852.77,153.98,350,0,0.0,5,5,5,Campeoes,0.012105779383402997,0,Baixo,0,teste
15BD187AD1F46F33291AAD9BD050510E,3,94,15554.89,158.72,423,0,0.0,5,5,5,Campeoes,0.01408106803277554,0,Baixo,0,treino
1BBC4C64FC14BD6CA798DDA03D8911B8,1,13,893.04,68.7,420,0,0.0,5,4,4,Campeoes,0.11004792956922328,0,Baixo,0,treino
48D1B6972EBFB35EFB0D153BCB324838,23,80,7018.67,84.56,422,0,0.0,4,5,5,Campeoes,0.05196281393446393,0,Baixo,0,treino
3D7F50E949AF965E10B8BDCF7F9AD3CF,2,17,1259.31,74.08,417,0,0.0,5,4,4,Campeoes,0.05255219395184005,0,Baixo,0,treino
46BF71F682C0555A4AF6F924C537E1BD,145,4,417.97,104.49,419,0,0.0,2,3,3,Hibernando,0.5528148439810625,1,Medio,0,treino
C397911B4EC3A8857D420E677383EF12,30,57,8421.16,140.35,423,1,122.55,3,5,5,Atencao,0.04391330381682779,0,Baixo,0,treino
870579E0509355FFCD08F28E4172C447,8,51,2245.92,43.19,413,0,0.0,4,5,4,Campeoes,0.01737333460049362,0,Baixo,0,teste
560CFB9D84ED478313D7EF4515DA9D31,1,104,5356.65,46.18,418,0,0.0,5,5,5,Campeoes,0.01598219914502262,0,Baixo,0,treino
C8D4838BD322EEFE89F943388522E36E,1,35,6039.85,167.77,394,0,0.0,5,5,5,Campeoes,0.018361382689386786,0,Baixo,0,treino
8F857B60E9AE127C60160EBED8838E99,16,45,4728.8,105.08,410,0,0.0,4,5,5,Campeoes,0.031010946168129362,0,Baixo,0,treino
8435E86098A96C499EE1D33FCDC869FE,6,26,1263.24,40.75,373,0,0.0,4,4,4,Campeoes,0.03564464837392892,0,Baixo,0,treino
21E7712E14D630743367659544699E70,68,8,452.56,50.28,419,0,0.0,3,3,3,Atencao,0.42617094412767753,1,Medio,0,treino
80D705C7CA1B6E7888C77D7B2ED1E30A,9,58,17957.64,304.37,423,0,0.0,4,5,5,Campeoes,0.02118423298521792,0,Baixo,0,treino
161128EADABA2E1526B2E0D1C50537F5,5,8,486.82,60.85,409,0,0.0,4,3,3,Leais,0.2458734346720956,0,Baixo,0,treino
E6AC4B4FECB39D17B19A3D913D9CAACA,5,70,4389.9,55.57,416,0,0.0,4,5,5,Campeoes,0.01598219914502262,0,Baixo,0,treino
47372540B44CE86D415D192A7944D3B4,2,31,1978.45,54.96,376,0,0.0,5,4,4,Campeoes,0.03564464837392892,0,Baixo,0,teste
1D1564A622A81361D89EF5013D8CB931,1,60,1892.32,31.02,417,0,0.0,5,5,4,Campeoes,0.023392541290446576,0,Baixo,0,treino
7CAC2794F5A4BEE600561A6021D664FF,7,101,8963.9,82.24,421,0,0.0,4,5,5,Campeoes,0.01608638575615012,0,Baixo,0,teste
AB23C17A24B0381A980A91E7A5766282,5,51,4387.19,81.24,268,0,0.0,4,5,5,Campeoes,0.0161749740227039,0,Baixo,0,teste
62212A8F2487DD4EC8CE2A12455A3971,11,30,2543.53,84.78,406,0,0.0,4,4,4,Campeoes,0.03306912471234383,0,Baixo,0,treino
47EF5708DA28222EC947E101E4DD42CA,2,82,3129.32,32.26,422,0,0.0,5,5,5,Campeoes,0.01598219914502262,0,Baixo,0,teste
A8155336AEE7E7954B3CE534EFB60DF6,16,54,2774.87,48.68,415,0,0.0,4,5,5,Campeoes,0.0313419344330597,0,Baixo,0,treino
7D9EDDBD329EA957F7EAE81003DC56F3,1,9,533.59,59.29,294,0,0.0,5,3,3,Leais,0.14759298029187093,0,Baixo,0,treino
AD5461F6FCA1B61F96561BB38D2C076F,2,21,1162.5,50.54,281,0,0.0,5,4,4,Campeoes,0.039391452761056454,0,Baixo,0,treino
B9DBF5E75BB544E6BD73A4C8DF291DDE,15,16,1923.01,120.19,420,0,0.0,4,4,4,Campeoes,0.08648511830267787,0,Baixo,0,treino
AE9217E18139C79300DF526759D8AC44,22,33,5186.12,148.17,418,0,0.0,4,4,5,Campeoes,0.03758317721679555,0,Baixo,0,treino
81C56C85C03EFC79B377D28D0C984C9B,3,57,2804.13,47.53,410,0,0.0,5,5,5,Campeoes,0.01575043007725584,0,Baixo,0,teste
9BF285849820112CC35DE3803683FB2A,0,127,25453.12,195.79,423,0,0.0,5,5,5,Campeoes,0.018724987091314295,0,Baixo,0,teste
D90AC19ECCBB61260EBA724F5518F4D1,3,91,11462.6,115.78,423,0,0.0,5,5,5,Campeoes,0.01598219914502262,0,Baixo,0,teste
EC94A3057AEC0F26F448A15AA6C26B88,2,55,2029.27,35.6,415,1,87.05,5,5,4,Campeoes,0.021799963311342804,0,Baixo,0,treino
780074AF64CD630BD6BBBF60B1C5F2D5,7,14,1164.47,83.18,414,0,0.0,4,4,4,Campeoes,0.09825562463151086,0,Baixo,0,teste
E3AB24658D31FB16B4BE79415C22088C,9,18,832.82,46.27,391,0,0.0,4,4,3,Leais,0.08380361754326204,0,Baixo,0,teste
3801043A10AD07D6DC5F0C0DC192E1E4,3,46,1375.17,29.9,419,0,0.0,5,5,4,Campeoes,0.02692051832579697,0,Baixo,0,treino
748E7462C9FC15F868EC6E8BF9A8E63C,0,50,2107.11,41.32,423,0,0.0,5,5,4,Campeoes,0.01737333460049362,0,Baixo,0,treino
5CCC52858BDE41C326B8E692F3B21930,0,127,6435.51,45.32,414,0,0.0,5,5,5,Campeoes,0.01598219914502262,0,Baixo,0,teste
615452B2F2DB3136422EDA985848570F,5,17,1406.31,78.13,405,0,0.0,4,4,4,Campeoes,0.04264918804825643,0,Baixo,0,treino
BB69F0EA0C76F8C112FCCA022C90F85F,1,182,11370.4,56.01,423,0,0.0,5,5,5,Campeoes,0.01598219914502262,0,Baixo,0,treino
8331B26FF1BAF006BE1F58D55A84E37D,1,106,10645.88,92.57,421,1,161.16,5,5,5,Campeoes,0.012431387928716947,0,Baixo,0,treino
F0A17460B92CF37B2C9CF59DAE8BB993,1,70,3834.93,50.46,325,0,0.0,5,5,5,Campeoes,0.01598219914502262,0,Baixo,0,teste
AEAA7BB7178488209E96D43ED1240BDC,11,85,10858.11,116.75,419,0,0.0,4,5,5,Campeoes,0.025682087496290487,0,Baixo,0,treino
5DD7BF4BCAE378952F92161B6382DB54,1,50,1665.62,31.43,417,0,0.0,5,5,4,Campeoes,0.023392541290446576,0,Baixo,0,treino
42D3ECCC24B7235A98B952831D99E0B7,0,60,6078.95,98.05,416,0,0.0,5,5,5,Campeoes,0.01575043007725584,0,Baixo,0,treino
13BFC73801D3B0B4DEB02AC982C440DD,2,26,782.8,30.11,419,0,0.0,5,4,3,Leais,0.04966466793806933,0,Baixo,0,treino
58AA6F5ED6A02FAFFE15C0F77807A4C4,2,65,3677.19,53.29,415,0,0.0,5,5,5,Campeoes,0.01598219914502262,0,Baixo,0,treino
050392205031FACFA612BB5760ABA42C,1,61,7909.36,123.58,399,0,0.0,5,5,5,Campeoes,0.01598219914502262,0,Baixo,0,teste
0D9C1AF5578DA35A6AEBFA66799F017D,7,57,4595.88,74.13,398,0,0.0,4,5,5,Campeoes,0.01598219914502262,0,Baixo,0,treino
6083BFA6EFFB47A6769273C788B6C91D,1,23,1893.18,72.81,394,0,0.0,5,4,4,Campeoes,0.045498439656969536,0,Baixo,0,teste
F82F3C95C8922B7C1CD3916E52E47635,39,13,853.2,60.94,413,0,0.0,3,4,3,Atencao,0.22073946208668385,0,Baixo,0,teste
9C4CC95B9B09FC06093619A519C7FE4D,43,29,1827.87,58.96,422,0,0.0,3,4,4,Atencao,0.15360592073322762,0,Baixo,0,treino
7C08A4D6EF3ABA9F63793974CB544306,0,98,10202.78,93.6,419,0,0.0,5,5,5,Campeoes,0.01598219914502262,0,Baixo,0,teste
E474FD946D6F4AF717E0DBD5708AE573,8,38,3378.52,78.57,386,0,0.0,4,5,5,Campeoes,0.019710404688423683,0,Baixo,0,treino
2DA17873EBA4C66CD8CE4574D73B4CC4,1,14,792.87,56.63,141,0,0.0,5,4,3,Leais,0.07149766837906292,0,Baixo,0,treino
A2C7355985A8BC2EC0EEC2952C1E0E4A,9,82,8735.86,101.58,418,0,0.0,4,5,5,Campeoes,0.02118228783829085,0,Baixo,0,treino
7D51931054361C5BFD534F444380EE19,8,12,538.22,44.85,387,0,0.0,4,3,3,Leais,0.12409750572012242,0,Baixo,0,treino
27094E054AD310785F2A0F6DBD638BF0,8,26,2306.91,88.73,420,0,0.0,4,4,4,Campeoes,0.02318569520707479,0,Baixo,0,teste
A681B962D60B03FD1C87DEF502AC09CC,8,35,3125.05,86.81,418,0,0.0,4,5,5,Campeoes,0.019996028688566474,0,Baixo,0,teste
FDB65A07876D1ED6A4E352D8B4B9C8A2,15,24,1857.82,74.31,421,0,0.0,4,4,4,Campeoes,0.07896297947538915,0,Baixo,0,treino
9DE9414E442EAAE91B59437084BB0D1E,29,26,1096.77,40.62,420,0,0.0,3,4,4,Atencao,0.07681562549370954,0,Baixo,0,treino
AF3748DAA29CE27ADB44A70CAE17D6BF,1,52,5074.98,95.75,422,0,0.0,5,5,5,Campeoes,0.01598219914502262,0,Baixo,0,treino
FE9CAFF7F00B4A57802ADC50BCB5DBFD,7,3,185.34,61.78,397,0,0.0,4,2,2,Novos/Promissores,0.6521102242520742,1,Alto,0,teste
16EE59D9D1029B1958D6460C14A44B0E,0,91,6298.8,67.01,418,0,0.0,5,5,5,Campeoes,0.01598219914502262,0,Baixo,0,treino
9296464ADF728F70324780CA6735284E,163,4,214.92,53.73,414,0,0.0,2,3,2,Hibernando,0.6450555540996307,1,Alto,0,teste
D32D5AB6B20444C59F3C5A6102F42764,0,50,2905.43,54.82,405,0,0.0,5,5,5,Campeoes,0.01598219914502262,0,Baixo,0,teste
4DF83D39112B437C210D5380F8C81408,4,165,7979.51,36.77,423,0,0.0,5,5,5,Campeoes,0.01608638575615012,0,Baixo,0,treino
4E80C3BE3A7D555C43533FD94F90D762,7,32,4093.44,124.04,420,0,0.0,4,4,5,Campeoes,0.02482525851185018,0,Baixo,0,treino
8ED90C683642325FEED6AB98B1843D1B,5,11,423.17,38.47,397,0,0.0,4,3,3,Leais,0.18131155411415545,0,Baixo,0,teste
2F90625ED1B2A7BCA2FCB65A590AC622,6,76,8282.22,101.0,423,0,0.0,4,5,5,Campeoes,0.01608638575615012,0,Baixo,0,teste
682592F23CA68E93007E445D3AA0863B,2,112,3716.11,30.71,423,0,0.0,5,5,5,Campeoes,0.01598219914502262,0,Baixo,0,treino
6F20245EA1B289445B93559D8EEBC5D3,5,51,2118.39,38.52,216,0,0.0,4,5,4,Campeoes,0.01795691185945772,0,Baixo,0,treino
EE19048627B8E7B0B6DA13279F010D24,7,31,3067.58,95.86,422,0,0.0,4,4,5,Campeoes,0.024468438825947233,0,Baixo,0,treino
FAEE4EA62515E4313B73BE7E51C5B388,1,118,6410.87,52.55,418,0,0.0,5,5,5,Campeoes,0.01598219914502262,0,Baixo,0,treino
3FD5DB3660263FE7CD1DB95DE232D665,2,12,2346.17,167.58,359,0,0.0,5,4,4,Campeoes,0.06943529550159057,0,Baixo,0,treino
5F73928A97272D5ADEBB4FB17FCDF07F,2,34,2899.36,78.36,415,0,0.0,5,5,5,Campeoes,0.021296461432900336,0,Baixo,0,teste
4140BC8DFA0BDB8C12E1F8E019ADB486,1,73,12005.47,160.07,419,0,0.0,5,5,5,Campeoes,0.01408106803277554,0,Baixo,0,treino
3E0136F7E6BAC7040FFB7F059695E897,16,28,8487.34,292.67,407,0,0.0,4,4,5,Campeoes,0.03926995558832394,0,Baixo,0,treino
F86CFD1ACB2E0770A4259E2E74A0F75E,0,27,2602.1,96.37,397,0,0.0,5,4,4,Campeoes,0.024806787395785793,0,Baixo,0,treino
C4681C991BE5C15A20CA51F50EF1403B,6,34,678.25,18.84,395,0,0.0,4,5,3,Leais,0.04013789539889448,0,Baixo,0,treino
F3577B0C57E08E8902DC9A7E74A6F2AF,0,122,9803.27,74.27,423,0,0.0,5,5,5,Campeoes,0.01598219914502262,0,Baixo,0,treino
D7602AAB7626196F207E35055AA1FE84,8,57,4772.43,82.28,419,0,0.0,4,5,5,Campeoes,0.01608638575615012,0,Baixo,0,treino
093BB25ED0FA536A85E972C64CA2E320,24,33,1825.69,52.16,422,0,0.0,4,4,4,Campeoes,0.06842645235953834,0,Baixo,0,treino
